,Date,Open,High,Low,Volume,Dividends,Close
29,2021-01-06,10.829999923706055,11.619999885559082,10.829999923706055,131584600,11.359999656677246,0.0
30,2021-01-07,11.5600004196167,11.569999694824219,11.239999771118164,75289800,11.270000457763672,0.0
31,2021-01-08,11.289999961853027,11.4399995803833,11.15999984741211,72719700,11.34000015258789,0.0
32,2021-01-11,11.109999656677246,11.529999732971191,11.0600004196167,67396900,11.449999809265137,0.0
33,2021-01-12,11.510000228881836,11.90999984741211,11.40999984741211,91439300,11.779999732971191,0.0
34,2021-01-13,11.779999732971191,11.819999694824219,11.520000457763672,53713600,11.569999694824219,0.0
35,2021-01-14,11.609999656677246,11.729999542236328,11.579999923706055,59209500,11.65999984741211,0.0
36,2021-01-15,11.600000381469727,11.600000381469727,11.25,73609500,11.329999923706055,0.0
37,2021-01-19,11.479999542236328,11.649999618530273,11.399999618530273,63499400,11.430000305175781,0.0
38,2021-01-20,11.5,11.5,11.300000190734863,59015900,11.390000343322754,0.0
39,2021-01-21,11.399999618530273,11.430000305175781,11.069999694824219,65742200,11.069999694824219,0.0
40,2021-01-22,10.970000267028809,11.180000305175781,10.899999618530273,52919400,11.109999656677246,0.0
41,2021-01-25,11.140000343322754,11.149999618530273,10.770000457763672,92020900,10.989999771118164,0.0
42,2021-01-26,12.029999732971191,12.229999542236328,11.199999809265137,211803400,11.289999961853027,0.0
43,2021-01-27,11.079999923706055,11.5600004196167,10.640000343322754,149439900,11.380000114440918,0.0
44,2021-01-28,11.40999984741211,11.470000267028809,11.069999694824219,94099300,11.09000015258789,0.0
45,2021-01-29,11.0,11.239999771118164,10.670000076293945,108995100,10.680000305175781,0.0
46,2021-02-01,10.859999656677246,11.0,10.640000343322754,66685800,10.739999771118164,0.0
47,2021-02-02,10.880000114440918,11.350000381469727,10.84000015258789,84465900,11.239999771118164,0.0
48,2021-02-03,11.239999771118164,11.300000190734863,11.069999694824219,54214800,11.199999809265137,0.0
49,2021-02-04,11.229999542236328,11.5,11.1899995803833,66767800,11.449999809265137,0.0
50,2021-02-05,11.510000228881836,11.550000190734863,11.319999694824219,51767300,11.399999618530273,0.0
51,2021-02-08,11.470000267028809,11.649999618530273,11.40999984741211,42454500,11.609999656677246,0.0
52,2021-02-09,11.5600004196167,11.600000381469727,11.40999984741211,52738300,11.539999961853027,0.0
53,2021-02-10,11.59000015258789,11.59000015258789,11.380000114440918,45559900,11.399999618530273,0.0
54,2021-02-11,11.390000343322754,11.470000267028809,11.1899995803833,51742800,11.460000038146973,0.0
55,2021-02-12,11.40999984741211,11.739999771118164,11.380000114440918,58371600,11.729999542236328,0.0
56,2021-02-16,11.819999694824219,11.979999542236328,11.779999732971191,60260400,11.970000267028809,0.0
57,2021-02-17,11.84000015258789,11.949999809265137,11.760000228881836,42940100,11.859999656677246,0.0
58,2021-02-18,11.84000015258789,11.859999656677246,11.510000228881836,48816200,11.630000114440918,0.0
59,2021-02-19,11.720000267028809,12.029999732971191,11.680000305175781,60948400,12.020000457763672,0.0
