Open,High,Low,Volume,Dividends
10.832135,10.969551,10.616923,39132856.0,10.6559105
10.860564,10.981989,10.60698,43859452.0,10.6703
10.841838,10.986937,10.638577,42181350.0,10.680388
10.848352,10.988289,10.619817,38890084.0,10.666008
10.839914,10.947062,10.5887,35457484.0,10.635178
